tweets,quote_status,language,favorite_count,retweet_count,time,id,cleaned_tweets,neg,neu,pos
"RT @momentsofchoni: “T-Toni, slow down!”
“Relax Cher, I know what I’m doing.”
“I’m sure you do but- AHHH!!”
“Stop screaming, you’re making…",False,en,0,12,2021-02-27 01:31:16,1365474548594933765,"rt : “t-toni, slow down!”
“relax cher, i know what i’m doing.”
“i’m sure you do but- ahhh!!”
“stop screaming, you’re making…",0.0,0.0,1.0
RT @chonistyles: 5x08 IS A CHONI CENTERED EPISODE IS THIS WHAT HEAVEN FEELS LIKE https://t.co/GHF84U05kw,False,en,0,5,2021-02-27 01:22:06,1365472243560685570,rt : 5x08 is a choni centered episode is this what heaven feels like ,0.07692307692307693,0.0,0.9230769230769231
RT @alwaysdislove: i’m deeply in my choni feels https://t.co/fajbGKGuSc,False,en,0,6,2021-02-27 01:22:01,1365472221150523394,rt : i’m deeply in my choni feels ,0.0,0.0,1.0
"RT @FR4NT45T1C: Earpers: How do we beat a bathtub kiss...? 

Sheriff Haught: Hand me my Stetson 

#WynonnaEarp #BringWynonnaHome https://t.…",False,en,0,41,2021-02-27 01:19:24,1365471563416535040,"rt : earpers: how do we beat a bathtub kiss...? 

sheriff haught: hand me my stetson 

wynonnaearp bringwynonnahome ",0.0,0.06666666666666667,0.9333333333333333
"RT @RiverdaleDark: ""Cheryl (Madelaine Petsch) sets a risky plan in motion after learning some surprising news about Toni (Vanessa Morgan).""…",False,en,0,9,2021-02-27 01:19:06,1365471486102941704,"rt : ""cheryl (madelaine petsch) sets a risky plan in motion after learning some surprising news about toni (vanessa morgan).""…",0.0,0.0,1.0
"RT @RiverdaleDark: ""A big announcement forces everyone to take stock of their current lives.""

The identity of Toni's baby daddy, perhaps??",False,en,0,5,2021-02-27 01:18:57,1365471448790405120,"rt : ""a big announcement forces everyone to take stock of their current lives.""

the identity of toni's baby daddy, perhaps??",0.0,0.0,1.0
"RT @RiverdaleDark: Here's the synopsis for the March 17 episode of #Riverdale, ""Chapter Eighty-Four: Lock &amp; Key"" 🔐 https://t.co/bVsv9liqAT",False,en,0,34,2021-02-27 01:18:43,1365471392678952964,"rt : here's the synopsis for the march 17 episode of riverdale, ""chapter eighty-four: lock &amp; key"" :locked with key: ",0.0,0.0,1.0
"RT @bestgirlcami: camila, vanessa, and erinn supporting madelaine’s collection https://t.co/TO7hb3huqb",False,en,0,24,2021-02-27 01:15:31,1365470584176603136,"rt : camila, vanessa, and erinn supporting madelaine’s collection ",0.0,0.0,1.0
"RT @kkfosterlyrics: Is this heaven? ✨💜🦄
#WynonnaEarp #BringWynonnaHome https://t.co/O1imOgAYdM",False,en,0,35,2021-02-27 01:15:22,1365470546272616448,"rt : is this heaven? :sparkles::purple heart::unicorn:
wynonnaearp bringwynonnahome ",0.0,0.0,1.0
@chonistyles My choni heart🥺💔,False,en,2,0,2021-02-27 01:08:54,1365468920744935431, my choni heart:pleading face::broken heart:,0.0,0.0,1.0
thinking about a choni sex scene in 5b in toni’s bedroom,False,en,22,1,2021-02-27 01:04:59,1365467936962535432,thinking about a choni sex scene in 5b in toni’s bedroom,0.0,0.0,1.0
@CW_Riverdale BUGHEAD AND CHONI ENDGAME !!,False,en,1,0,2021-02-27 01:03:58,1365467679772049408, riverdale bughead and choni endgame !!,0.16666666666666666,0.0,0.8333333333333334
@CW_Riverdale choni endgame https://t.co/kjhzFZskAC,False,en,11,1,2021-02-27 01:02:46,1365467375554953220, riverdale choni endgame ,0.3333333333333333,0.0,0.6666666666666666
the way Choni aren’t even the first exes to lovers I’ve seen where one is a redhead lesbian arsonist 😶 https://t.co/KTuW9x01Db,False,en,6,0,2021-02-27 01:02:16,1365467249260302337,the way choni aren’t even the first exes to lovers i’ve seen where one is a redhead lesbian arsonist :face without mouth: ,0.05,0.0,0.95
of course but first the choni au we found on insta https://t.co/Qw5ZZyyKiG,True,en,1,0,2021-02-27 00:58:51,1365466393223835650,of course but first the choni au we found on insta ,0.0,0.0,1.0
RT @chonibIossom: no choni kiss until second half of 2021 https://t.co/2iKDRdg3hs,False,en,0,5,2021-02-27 00:58:49,1365466385015521285,rt : no choni kiss until second half of 2021 ,0.0,0.0,1.0
@swangsnation Why don't you want us men to have what women have with Choni? All we want is amazing representation for a male relationship.,False,en,0,0,2021-02-27 00:54:55,1365465399630852096, why don't you want us men to have what women have with choni? all we want is amazing representation for a male relationship.,0.0,0.0,1.0
Post time jump Riverdale has been my fav! They are doing what they should have since season 2!!!!#Riverdale #RiverdaleSeason5 #Kangs #Choni https://t.co/pKSyQ9ePoP,True,en,4,0,2021-02-27 00:53:32,1365465054125039618,post time jump riverdale has been my fav! they are doing what they should have since season 2!!!!riverdale riverdaleseason5 kangs choni ,0.047619047619047616,0.0,0.9523809523809523
Cheryl and Toni in 5x08 or the key party episode is either gonna make them or break them.. 🤷🏼‍♀️ i am so not ready to say goodbye to choni :(( but i'll prepare myself!,False,en,0,0,2021-02-27 00:49:28,1365464028227637248,cheryl and toni in 5x08 or the key party episode is either gonna make them or break them.. :woman shrugging medium-light skin tone: i am so not ready to say goodbye to choni :(( but i'll prepare myself!,0.02857142857142857,0.0,0.9714285714285714
@bugheadblossom someone is getting married this season cause someone posted a wedding pic at thistlehouse so its either kangs or choni?,False,en,1,0,2021-02-27 00:46:51,1365463369445236741, someone is getting married this season cause someone posted a wedding pic at thistlehouse so its either kangs or choni?,0.0,0.0,1.0
"Ok, but hear me out... Tabitha, Veronica, Choni love square!? Yup yup.",False,en,0,0,2021-02-27 00:42:10,1365462191432863744,"ok, but hear me out... tabitha, veronica, choni love square!? yup yup.",0.18749999999999997,0.18749999999999997,0.625
"RT @chonistyles: THIS IS CHONI'S SEASON
https://t.co/WJZaLcWma3",False,en,0,11,2021-02-27 00:34:58,1365460383012691968,"rt : this is choni's season
",0.0,0.0,1.0
i keep making choni twt scenarios and each one fits them so well wtf,False,en,0,0,2021-02-27 00:26:53,1365458345004515330,i keep making choni twt scenarios and each one fits them so well wtf,0.0,0.0,1.0
"i hate these rumours about cheryl and tabitha potentially being a couple because i’m one of those people who would defend a ship with their entire life. 

anyway choni endgame.",False,en,1,0,2021-02-27 00:26:39,1365458288121425925,"i hate these rumours about cheryl and tabitha potentially being a couple because i’m one of those people who would defend a ship with their entire life. 

anyway choni endgame.",0.08823529411764705,0.08823529411764705,0.8235294117647058
@enbytabitha i mean i think it’ll be cool but i need choni back,False,en,0,0,2021-02-27 00:23:11,1365457416352055302, i mean i think it’ll be cool but i need choni back,0.0,0.0,1.0
"I love how we were somewhat secure in our “hehehehe this Choni angst is fun.. rivals?? teasing?? dance off?? but they’re still in love?? go on 👀”

*Cheryl kisses someone* https://t.co/F2XAg8sLrJ",False,en,5,0,2021-02-27 00:18:28,1365456229338906624,"i love how we were somewhat secure in our “hehehehe this choni angst is fun.. rivals?? teasing?? dance off?? but they’re still in love?? go on :eyes:”

*cheryl kisses someone* ",0.06896551724137931,0.0,0.9310344827586207
RT @choniserpents: OKAY BUT IMAGINE IF WE GET A CHONI SEX SCENE IN THE 5B TRAILER,False,en,0,7,2021-02-27 00:18:25,1365456214658863105,rt : okay but imagine if we get a choni sex scene in the 5b trailer,0.0,0.0,1.0
"Stressed about cheryl locking lips with someone other than toni and reading 5x08 synopsis. That's 2 in a day riverdale, chill out!! 😫 i'm not ready to say goodbye to choni :((",False,en,0,0,2021-02-27 00:18:17,1365456180391276548,"stressed about cheryl locking lips with someone other than toni and reading 5x08 synopsis. that's 2 in a day riverdale, chill out!! :tired face: i'm not ready to say goodbye to choni :((",0.03333333333333333,0.0,0.9666666666666667
choni fucking when — 5b https://t.co/ITe1ckQ9br,False,en,3,0,2021-02-27 00:17:04,1365455877743009796,choni fucking when — 5b ,0.0,0.0,1.0
choni to this song !! my fave soul mates 💞 https://t.co/nygq6OyYqb,False,en,8,0,2021-02-27 00:15:55,1365455588533108739,choni to this song !! my fave soul mates :revolving hearts: ,0.1111111111111111,0.0,0.8888888888888888
manifesting a choni rain kiss https://t.co/OqR6wreM49,False,en,33,0,2021-02-27 00:13:50,1365455060935839746,manifesting a choni rain kiss ,0.0,0.0,1.0
"why are we talking about choni doing fwb? have you seen them? they can’t even be in the same room without giving each other heart eyes, it’s pathetic. they’d just be hurting even more since they wouldn’t be allowing themselves to feel anything deeper and real for each other",False,en,16,0,2021-02-27 00:13:35,1365455000600772609,"why are we talking about choni doing fwb? have you seen them? they can’t even be in the same room without giving each other heart eyes, it’s pathetic. they’d just be hurting even more since they wouldn’t be allowing themselves to feel anything deeper and real for each other",0.0,0.0,1.0
I didn’t mean like fwb like barchie is I more meant friends who want to be more but arent so they’re kind of in t… — well choni are in love but they are going through situations where they are unable to explain that to the other s… https://t.co/kjjXEKEJuv,False,en,10,0,2021-02-27 00:13:00,1365454852978053121,i didn’t mean like fwb like barchie is i more meant friends who want to be more but arent so they’re kind of in t… — well choni are in love but they are going through situations where they are unable to explain that to the other s… ,0.0625,0.0,0.9375
"top 3 choni scenes — 2x16 almost kiss, 2x17 kiss &amp; the second painting flashback in 5x04  https://t.co/DrREetT3Fy",False,en,3,0,2021-02-27 00:10:22,1365454190177353733,"top 3 choni scenes — 2x16 almost kiss, 2x17 kiss &amp; the second painting flashback in 5x04  ",0.0,0.0,1.0
"choni would NOT do fwb!! it wouldn’t work for them at all, they’re both in love with each other and the whole reason they aren’t together is because cheryl thinks she’s protecting Toni- fwb would just be painful for them both!! it makes no sense why are people suggesting this 😭",False,en,13,0,2021-02-27 00:08:40,1365453763549540352,"choni would not do fwb!! it wouldn’t work for them at all, they’re both in love with each other and the whole reason they aren’t together is because cheryl thinks she’s protecting toni- fwb would just be painful for them both!! it makes no sense why are people suggesting this :loudly crying face:",0.0196078431372549,0.0,0.9803921568627451
what’s ur like genuine theory that’s gonna happen in 5x08 — CHONI RAIN KISS/FEELINGS CONFESSION SKSJSJ? SOMETHING IN THE RAIN https://t.co/jtwYzGxR5N,False,en,3,0,2021-02-27 00:07:53,1365453567054798849,what’s ur like genuine theory that’s gonna happen in 5x08 — choni rain kiss/feelings confession sksjsj? something in the rain ,0.05,0.0,0.95
"choni have way too many feelings to 
 even consider fwb — exactly https://t.co/0FtzzozAPl",False,en,9,0,2021-02-27 00:07:18,1365453417783689216,"choni have way too many feelings to 
 even consider fwb — exactly ",0.0,0.0,1.0
I feel like it could be applicable to see choni as more fwb right now because I don’t think cheryl is ready for a… — i could not see choni being fwb and also toni's family accepted cheryl which was made clear and cheryl knows that… https://t.co/Dk1UD9PItJ,False,en,7,0,2021-02-27 00:04:31,1365452716458319872,i feel like it could be applicable to see choni as more fwb right now because i don’t think cheryl is ready for a… — i could not see choni being fwb and also toni's family accepted cheryl which was made clear and cheryl knows that… ,0.021739130434782608,0.0,0.9782608695652174
"I will be voting for Barchie, Choni, and Falice. Who's with me? 😇 https://t.co/0k9pxUUjWA",True,en,9,1,2021-02-27 00:04:24,1365452687177777152,"i will be voting for barchie, choni, and falice. who's with me? :smiling face with halo: ",0.0,0.0,1.0
why r u so again the choni rain kiss 5x08 agenda — GO AWAY HANNAH https://t.co/J9CHHhgQhu,False,en,3,0,2021-02-27 00:04:06,1365452614784196611,why r u so again the choni rain kiss 5x08 agenda — go away hannah ,0.0,0.0,1.0
RT @livetweetdisbih: choni haven't been together for 7 years 😐,False,en,0,2,2021-02-27 00:00:50,1365451792344039428,rt : choni haven't been together for 7 years :neutral face:,0.0,0.0,1.0
@chonicarrington @madeIainesz In the end choni will forever be the only endgame,False,en,2,0,2021-02-26 23:56:28,1365450693637775360,  in the end choni will forever be the only endgame,0.1,0.0,0.9
my choni heart is broken https://t.co/ebF5MJJdUg,False,en,1,0,2021-02-26 23:54:09,1365450111132827660,my choni heart is broken ,0.0,0.0,1.0
CHONI IS THE MAIN STORYLINE IN 5X08 https://t.co/uuZzPnbpdG,False,en,6,0,2021-02-26 23:53:05,1365449840864489474,choni is the main storyline in 5x08 ,0.0,0.0,1.0
@HBIC_Choni it was chaos on my tl so i decided to add to it,False,en,2,0,2021-02-26 23:52:57,1365449807612043265, choni it was chaos on my tl so i decided to add to it,0.0,0.0,1.0
What is joe biden’s plan to abolish google docs. But anyways vote choni https://t.co/3iZG3wOIpM https://t.co/gO1Yjtja9S,True,en,4,1,2021-02-26 23:51:51,1365449529122840576,what is joe biden’s plan to abolish google docs. but anyways vote choni  ,0.0,0.0,1.0
Okay but what if it’s a housewarming party at thistle house and Toni runs out of the house for some reason and Cheryl follows her outside and CHONI RAIN KISS CONFIRMED https://t.co/HeLO2laqH0,True,en,1,0,2021-02-26 23:50:35,1365449209940434947,okay but what if it’s a housewarming party at thistle house and toni runs out of the house for some reason and cheryl follows her outside and choni rain kiss confirmed ,0.0,0.0,1.0
these choni edits r making me wanting to watch rvd istg- https://t.co/0plTT9fKm6,True,en,3,0,2021-02-26 23:49:36,1365448964393345024,these choni edits r making me wanting to watch rvd istg- ,0.0,0.0,1.0
"we thought teen choni out served all the other ships, just wait until we get adult choni kissing in the rain afte… — they keep raising the bar for the riverdale ships... nobody does it like them https://t.co/V8noeuukqA",False,en,16,0,2021-02-26 23:46:54,1365448284895076356,"we thought teen choni out served all the other ships, just wait until we get adult choni kissing in the rain afte… — they keep raising the bar for the riverdale ships... nobody does it like them ",0.07317073170731708,0.07317073170731708,0.8536585365853658
